LOCATION : ;Brgy. Bagong Nayon Bridge, Rizal
2018-04-27 21:00:10;-0.5
2018-04-27 21:10:10;-0.5
2018-04-27 21:20:10;-0.51
2018-04-27 21:30:10;-0.51
2018-04-27 21:40:11;-0.5
2018-04-27 21:50:10;-0.5
2018-04-27 22:00:10;-0.5
2018-04-27 22:10:10;-0.5
2018-04-27 22:20:10;-0.51
2018-04-27 22:30:10;-0.5
2018-04-27 22:40:11;-0.51
2018-04-27 22:50:10;-0.51
2018-04-27 23:00:10;-0.51
2018-04-27 23:10:10;-0.51
2018-04-27 23:20:10;-0.51
2018-04-27 23:30:10;-0.51
2018-04-27 23:40:10;-0.51
2018-04-27 23:50:10;-0.51
2018-04-28 00:00:10;-0.52
2018-04-28 00:10:10;-0.51
2018-04-28 08:21:57;-0.53
2018-04-28 08:30:11;-0.53
2018-04-28 08:40:10;-0.54
2018-04-28 08:50:10;-0.54
2018-04-28 09:00:10;-0.55
2018-04-28 09:20:10;-0.54
2018-04-28 09:30:11;-0.53
2018-04-28 09:40:10;-0.53
2018-04-28 09:50:10;-0.54
2018-04-28 10:00:10;-0.51
2018-04-28 10:10:11;-0.52
2018-04-28 10:20:10;-0.53
2018-04-28 10:30:10;-0.53
2018-04-28 10:40:11;-0.53
2018-04-28 10:50:10;-0.53
2018-04-28 11:00:11;-0.54
2018-04-28 11:10:10;-0.53
2018-04-28 11:20:10;-0.53
2018-04-28 11:30:10;-0.53
2018-04-28 11:40:11;-0.53
2018-04-28 11:50:11;-0.55
2018-04-28 12:00:11;-0.53
2018-04-28 12:10:11;-0.54
2018-04-28 12:20:10;-0.54
2018-04-28 12:30:11;-0.54
2018-04-28 12:40:12;-0.52
2018-04-28 12:50:10;-0.52
2018-04-28 13:00:11;-0.53
2018-04-28 13:10:10;-0.54
2018-04-28 13:20:10;-0.52
2018-04-28 13:30:10;-0.53
2018-04-28 13:40:14;-0.54
2018-04-28 13:50:11;-0.52
2018-04-28 14:00:10;-0.53
2018-04-28 14:10:10;-0.54
2018-04-28 14:20:10;-0.54
2018-04-28 14:30:10;-0.54
2018-04-28 14:40:10;-0.55
2018-04-28 14:50:11;-0.56
2018-04-28 15:00:10;-0.56
2018-04-28 15:10:11;-0.56
2018-04-28 15:20:11;-0.56
2018-04-28 15:30:10;-0.56
2018-04-28 15:40:10;-0.56
2018-04-28 15:50:10;-0.55
2018-04-28 16:00:10;-0.55
2018-04-28 16:10:11;-0.54
2018-04-28 16:20:10;-0.54
2018-04-28 16:30:14;-0.53
2018-04-28 16:40:12;-0.53
2018-04-28 16:50:10;-0.53
2018-04-28 17:00:10;-0.52
2018-04-28 17:10:11;-0.52
2018-04-28 17:20:10;-0.53
2018-04-28 17:30:10;-0.53
2018-04-28 17:40:11;-0.53
2018-04-28 17:50:10;-0.52
2018-04-28 18:00:10;-0.52
2018-04-28 18:10:10;-0.51
2018-04-28 18:20:10;-0.51
2018-04-28 18:30:11;-0.51
2018-04-28 18:40:10;-0.51
2018-04-28 18:50:15;-0.51
2018-04-28 19:00:10;-0.51
2018-04-28 19:10:10;-0.51
2018-04-28 19:20:10;-0.51
2018-04-28 19:30:11;-0.5
2018-04-28 19:40:10;-0.51
2018-04-28 19:50:12;-0.5
2018-04-28 20:00:10;-0.5
2018-04-28 20:10:12;-0.5
2018-04-28 20:20:15;-0.5
2018-04-28 20:30:10;-0.5
2018-04-28 20:40:11;-0.5
2018-04-28 20:50:10;-0.5
2018-04-28 21:00:10;-0.5
2018-04-28 21:10:11;-0.5
2018-04-28 21:20:11;-0.5
2018-04-28 21:30:10;-0.5
2018-04-28 21:40:15;-0.5
2018-04-28 21:50:12;-0.49
2018-04-28 22:00:12;-0.5
2018-04-28 22:10:16;-0.5
2018-04-28 22:20:10;-0.5
2018-04-28 22:30:10;-0.5
2018-04-28 22:40:11;-0.5
2018-04-28 22:50:10;-0.51
2018-04-28 23:00:10;-0.5
2018-04-28 23:10:11;-0.51
2018-04-28 23:20:10;-0.51
2018-04-28 23:30:10;-0.51
2018-04-28 23:40:10;-0.51
2018-04-28 23:50:10;-0.51
2018-04-29 00:00:11;-0.51
2018-04-29 00:10:10;-0.51
2018-04-29 00:20:10;-0.52
2018-04-29 00:30:10;-0.52
2018-04-29 00:40:10;-0.52
2018-04-29 00:50:12;-0.52
2018-04-29 01:00:11;-0.51
2018-04-29 01:10:10;-0.52
2018-04-29 01:20:11;-0.52
2018-04-29 01:30:11;-0.51
2018-04-29 01:40:11;-0.52
2018-04-29 01:50:10;-0.52
2018-04-29 02:00:10;-0.52
2018-04-29 02:10:10;-0.53
2018-04-29 08:48:35;-0.52
2018-04-29 08:50:10;-0.53
2018-04-29 09:00:11;-0.54
2018-04-29 09:10:10;-0.54
2018-04-29 09:20:11;-0.54
2018-04-29 09:30:10;-0.54
2018-04-29 09:40:12;-0.55
2018-04-29 09:50:11;-0.55
2018-04-29 10:00:11;-0.54
2018-04-29 10:10:11;-0.55
2018-04-29 10:20:10;-0.54
2018-04-29 10:30:10;-0.56
2018-04-29 10:40:10;-0.55
2018-04-29 10:50:10;-0.55
2018-04-29 11:00:10;-0.54
2018-04-29 11:10:15;-0.54
2018-04-29 11:20:11;-0.54
2018-04-29 11:30:14;-0.54
2018-04-29 11:40:10;-0.54
2018-04-29 11:50:11;-0.54
2018-04-29 12:00:10;-0.53
2018-04-29 12:10:12;-0.53
2018-04-29 12:20:15;-0.52
2018-04-29 12:30:12;-0.52
2018-04-29 12:40:11;-0.54
2018-04-29 12:50:10;-0.52
2018-04-29 13:00:10;-0.53
2018-04-29 13:10:10;-0.54
2018-04-29 13:20:10;-0.53
2018-04-29 13:30:11;-0.54
2018-04-29 13:40:10;-0.54
2018-04-29 13:50:10;-0.52
2018-04-29 14:00:10;-0.54
2018-04-29 14:10:10;-0.54
2018-04-29 14:20:10;-0.54
2018-04-29 14:30:15;-0.53
2018-04-29 14:40:10;-0.55
2018-04-29 14:50:11;-0.54
2018-04-29 15:00:10;-0.54
2018-04-29 15:10:10;-0.55
2018-04-29 15:20:10;-0.53
2018-04-29 15:30:10;-0.54
2018-04-29 15:40:10;-0.54
2018-04-29 15:50:11;-0.54
2018-04-29 16:00:10;-0.54
2018-04-29 16:10:10;-0.54
2018-04-29 16:20:10;-0.54
2018-04-29 16:30:10;-0.53
2018-04-29 16:40:10;-0.53
2018-04-29 16:50:11;-0.53
2018-04-29 17:00:10;-0.52
2018-04-29 17:10:10;-0.53
2018-04-29 17:20:11;-0.53
2018-04-29 17:30:10;-0.52
2018-04-29 17:40:10;-0.52
2018-04-29 17:50:10;-0.52
2018-04-29 18:00:10;-0.52
2018-04-29 18:10:10;-0.51
2018-04-29 18:20:10;-0.51
2018-04-29 18:30:11;-0.5
2018-04-29 18:40:10;-0.5
2018-04-29 18:50:10;-0.5
2018-04-29 19:00:10;-0.51
2018-04-29 19:10:10;-0.51
2018-04-29 19:20:10;-0.5
2018-04-29 19:30:10;-0.5
2018-04-29 19:40:11;-0.5
2018-04-29 19:50:10;-0.51
2018-04-29 20:00:10;-0.51
2018-04-29 20:10:12;-0.51
2018-04-29 20:20:10;-0.51
2018-04-29 20:30:10;-0.5
2018-04-29 20:40:10;-0.51
2018-04-29 20:50:11;-0.5
2018-04-29 21:00:11;-0.51
2018-04-29 21:10:11;-0.5
2018-04-29 21:20:10;-0.5
2018-04-29 21:30:10;-0.5
2018-04-29 21:40:12;-0.51
2018-04-29 21:50:10;-0.5
2018-04-29 22:00:10;-0.49
2018-04-29 22:10:11;-0.5
2018-04-29 22:20:14;-0.5
2018-04-29 22:30:12;-0.5
2018-04-29 22:40:10;-0.5
2018-04-29 22:50:11;-0.51
2018-04-29 23:00:10;-0.51
2018-04-29 23:10:11;-0.51
2018-04-29 23:20:11;-0.51
2018-04-29 23:30:11;-0.51
2018-04-30 08:22:15;-0.54
2018-04-30 08:30:10;-0.55
2018-04-30 08:40:12;-0.56
2018-04-30 08:50:10;-0.56
2018-04-30 09:00:11;-0.56
2018-04-30 09:10:11;-0.55
2018-04-30 09:20:11;-0.56
2018-04-30 09:30:10;-0.56
2018-04-30 09:40:12;-0.56
2018-04-30 09:50:11;-0.56
2018-04-30 10:00:10;-0.56
2018-04-30 10:10:10;-0.55
2018-04-30 10:20:11;-0.55
2018-04-30 10:40:10;-0.55
2018-04-30 10:50:12;-0.55
2018-04-30 11:00:10;-0.54
2018-04-30 11:10:11;-0.56
2018-04-30 11:20:10;-0.54
2018-04-30 11:30:10;-0.54
2018-04-30 11:40:11;-0.54
2018-04-30 11:50:10;-0.54
2018-04-30 12:00:10;-0.54
2018-04-30 12:10:11;-0.53
2018-04-30 12:20:11;-0.55
2018-04-30 12:30:11;-0.55
2018-04-30 12:40:10;-0.54
2018-04-30 12:50:10;-0.54
2018-04-30 13:00:12;-0.54
2018-04-30 13:10:10;-0.56
2018-04-30 13:20:10;-0.54
2018-04-30 13:30:12;-0.54
2018-04-30 13:40:11;-0.54
2018-04-30 13:50:10;-0.53
2018-04-30 14:00:10;-0.53
2018-04-30 14:10:10;-0.53
2018-04-30 14:20:11;-0.53
2018-04-30 14:30:10;-0.54
2018-04-30 14:40:10;-0.55
2018-04-30 14:50:10;-0.55
2018-04-30 15:00:11;-0.54
2018-04-30 15:10:11;-0.54
2018-04-30 15:20:11;-0.53
2018-04-30 15:30:12;-0.53
2018-04-30 15:40:11;-0.55
2018-04-30 15:50:12;-0.54
2018-04-30 16:00:10;-0.54
2018-04-30 16:10:10;-0.54
2018-04-30 16:20:10;-0.54
2018-04-30 16:30:10;-0.53
2018-04-30 16:40:12;-0.53
2018-04-30 16:50:10;-0.52
2018-04-30 17:00:11;-0.53
2018-04-30 17:10:10;-0.53
2018-04-30 17:20:10;-0.53
2018-04-30 17:30:10;-0.53
2018-04-30 17:40:10;-0.53
2018-04-30 17:50:10;-0.52
2018-04-30 18:00:10;-0.52
2018-04-30 18:10:11;-0.52
2018-04-30 18:20:10;-0.52
2018-04-30 18:30:11;-0.51
2018-04-30 18:40:10;-0.52
2018-04-30 18:50:10;-0.52
2018-04-30 19:00:10;-0.52
2018-04-30 19:10:12;-0.51
2018-04-30 19:20:14;-0.51
2018-04-30 19:30:10;-0.51
2018-04-30 19:40:11;-0.51
2018-04-30 19:50:10;-0.51
2018-04-30 20:00:10;-0.51
2018-04-30 20:10:12;-0.51
2018-04-30 20:20:10;-0.5
2018-04-30 20:30:10;-0.5
2018-04-30 20:40:10;-0.5
2018-04-30 20:50:10;-0.51
2018-04-30 21:00:16;-0.51
2018-04-30 21:10:10;-0.51
2018-04-30 21:30:15;-0.51
2018-04-30 21:40:11;-0.5
2018-04-30 21:50:10;-0.5
2018-04-30 22:00:11;-0.5
2018-04-30 22:10:10;-0.51
2018-04-30 22:20:10;-0.5
2018-04-30 22:30:10;-0.5
2018-04-30 22:40:12;-0.51
2018-04-30 22:50:11;-0.5
2018-04-30 23:00:10;-0.51
2018-04-30 23:10:16;-0.51
2018-04-30 23:20:10;-0.51
2018-04-30 23:30:10;-0.52
2018-04-30 23:40:10;-0.52
2018-04-30 23:50:10;-0.52
2018-05-01 00:00:10;-0.52
2018-05-01 00:10:10;-0.52
2018-05-01 00:20:10;-0.52
2018-05-01 00:30:10;-0.52
2018-05-01 00:40:10;-0.53
2018-05-01 00:50:11;-0.53
2018-05-01 01:00:10;-0.52
2018-05-01 01:10:10;-0.53
2018-05-01 01:20:10;-0.53
2018-05-01 01:30:10;-0.53
2018-05-01 08:06:45;-0.53
2018-05-01 08:10:33;-0.53
2018-05-01 08:20:11;-0.54
2018-05-01 08:30:10;-0.55
2018-05-01 08:40:12;-0.56
2018-05-01 08:50:10;-0.55
2018-05-01 09:00:11;-0.56
2018-05-01 09:10:34;-0.55
2018-05-01 09:20:10;-0.56
2018-05-01 09:30:10;-0.56
2018-05-01 09:40:10;-0.55
2018-05-01 09:50:10;-0.55
2018-05-01 10:00:12;-0.55
2018-05-01 10:10:12;-0.54
2018-05-01 10:20:10;-0.54
2018-05-01 10:30:10;-0.54
2018-05-01 10:40:11;-0.54
2018-05-01 10:50:14;-0.53
2018-05-01 11:00:10;-0.53
2018-05-01 11:10:12;-0.54
2018-05-01 11:20:10;-0.53
2018-05-01 11:30:12;-0.53
2018-05-01 11:40:11;-0.53
2018-05-01 11:50:12;-0.53
2018-05-01 12:00:10;-0.53
2018-05-01 12:10:11;-0.52
2018-05-01 12:20:10;-0.51
2018-05-01 12:30:11;-0.52
2018-05-01 12:40:10;-0.53
2018-05-01 12:50:10;-0.51
2018-05-01 13:00:10;-0.52
2018-05-01 13:10:10;-0.53
2018-05-01 13:20:10;-0.53
2018-05-01 13:30:10;-0.52
2018-05-01 13:40:10;-0.53
2018-05-01 13:50:11;-0.53
2018-05-01 14:00:10;-0.53
2018-05-01 14:10:10;-0.53
2018-05-01 14:20:11;-0.53
2018-05-01 14:30:12;-0.54
2018-05-01 14:40:12;-0.54
2018-05-01 14:50:10;-0.54
2018-05-01 15:00:10;-0.55
2018-05-01 15:10:10;-0.55
2018-05-01 15:20:10;-0.55
2018-05-01 15:30:10;-0.56
2018-05-01 15:40:10;-0.56
2018-05-01 15:50:10;-0.55
2018-05-01 16:00:10;-0.55
2018-05-01 16:10:10;-0.54
2018-05-01 16:20:10;-0.52
2018-05-01 16:30:10;-0.53
2018-05-01 16:40:10;-0.53
2018-05-01 16:50:10;-0.53
2018-05-01 17:00:12;-0.53
2018-05-01 17:10:12;-0.52
2018-05-01 17:20:10;-0.52
2018-05-01 17:30:10;-0.52
2018-05-01 17:40:11;-0.52
2018-05-01 17:50:10;-0.51
2018-05-01 18:00:10;-0.5
2018-05-01 18:10:15;-0.51
2018-05-01 18:20:10;-0.51
2018-05-01 18:30:10;-0.51
2018-05-01 18:40:10;-0.51
2018-05-01 18:50:11;-0.51
2018-05-01 19:00:10;-0.51
2018-05-01 19:10:10;-0.5
2018-05-01 19:20:10;-0.5
2018-05-01 19:30:10;-0.5
2018-05-01 19:40:11;-0.5
2018-05-01 19:50:10;-0.51
2018-05-01 20:00:10;-0.5
2018-05-01 20:10:11;-0.51
2018-05-01 20:20:14;-0.5
2018-05-01 20:30:10;-0.51
2018-05-01 20:40:15;-0.51
2018-05-01 20:50:10;-0.5
2018-05-01 21:00:11;-0.5
2018-05-01 21:10:14;-0.5
2018-05-01 21:20:12;-0.5
2018-05-01 21:30:10;-0.5
2018-05-01 21:40:10;-0.5
2018-05-01 21:50:10;-0.5
2018-05-01 22:00:14;-0.51
2018-05-01 22:10:11;-0.5
2018-05-01 22:20:10;-0.51
2018-05-01 22:30:10;-0.51
2018-05-01 22:40:10;-0.51
2018-05-01 22:50:11;-0.5
2018-05-01 23:00:10;-0.5
2018-05-01 23:10:10;-0.51
2018-05-01 23:20:10;-0.51
2018-05-01 23:30:10;-0.51
2018-05-01 23:40:10;-0.51
2018-05-01 23:50:10;-0.51
2018-05-02 00:00:10;-0.51
2018-05-02 00:10:11;-0.51
2018-05-02 00:20:10;-0.51
2018-05-02 00:30:10;-0.51
2018-05-02 00:40:10;-0.51
2018-05-02 00:50:10;-0.52
2018-05-02 01:00:11;-0.52
2018-05-02 01:10:12;-0.52
2018-05-02 08:23:14;-0.53
2018-05-02 08:30:10;-0.54
2018-05-02 08:40:11;-0.54
2018-05-02 08:50:37;-0.54
2018-05-02 09:00:35;-0.54
2018-05-02 09:10:35;-0.54
2018-05-02 09:20:38;-0.55
2018-05-02 09:30:37;-0.55
2018-05-02 09:40:36;-0.55
2018-05-02 09:50:35;-0.55
2018-05-02 10:00:35;-0.55
2018-05-02 10:10:35;-0.56
2018-05-02 10:20:32;-0.56
2018-05-02 10:30:35;-0.56
2018-05-02 10:40:37;-0.55
2018-05-02 10:50:35;-0.55
2018-05-02 11:00:35;-0.55
2018-05-02 11:10:37;-0.55
2018-05-02 11:20:36;-0.54
2018-05-02 11:30:36;-0.54
2018-05-02 11:40:35;-0.54
2018-05-02 11:50:35;-0.55
2018-05-02 12:00:37;-0.54
2018-05-02 12:10:35;-0.54
2018-05-02 12:20:38;-0.55
2018-05-02 12:30:37;-0.53
2018-05-02 12:40:36;-0.55
2018-05-02 12:50:35;-0.54
2018-05-02 13:00:36;-0.54
2018-05-02 13:10:36;-0.54
2018-05-02 13:20:35;-0.54
2018-05-02 13:30:32;-0.55
2018-05-02 13:40:36;-0.54
2018-05-02 13:50:37;-0.54
2018-05-02 14:00:35;-0.54
2018-05-02 14:10:37;-0.54
2018-05-02 14:20:36;-0.54
2018-05-02 14:30:37;-0.55
2018-05-02 14:40:35;-0.54
2018-05-02 14:50:37;-0.55
2018-05-02 15:00:36;-0.55
2018-05-02 15:10:36;-0.55
2018-05-02 15:20:35;-0.56
2018-05-02 15:30:35;-0.56
2018-05-02 15:40:36;-0.56
2018-05-02 15:50:38;-0.57
2018-05-02 16:00:36;-0.56
2018-05-02 16:10:36;-0.55
2018-05-02 16:20:35;-0.55
2018-05-02 16:30:38;-0.54
2018-05-02 16:40:35;-0.54
2018-05-02 16:50:35;-0.53
2018-05-02 17:00:36;-0.53
2018-05-02 17:10:36;-0.53
2018-05-02 17:20:35;-0.53
2018-05-02 17:30:35;-0.53
2018-05-02 17:40:32;-0.52
2018-05-02 17:50:36;-0.52
2018-05-02 18:00:37;-0.51
2018-05-02 18:10:35;-0.51
2018-05-02 18:20:35;-0.51
2018-05-02 18:30:35;-0.51
2018-05-02 18:40:35;-0.51
2018-05-02 18:50:35;-0.51
2018-05-02 19:00:36;-0.51
2018-05-02 19:10:58;-0.51
2018-05-02 19:20:41;-0.51
2018-05-02 19:30:32;-0.5
2018-05-02 19:42:22;-0.5
2018-05-02 19:52:12;-0.51
2018-05-02 20:02:45;-0.51
2018-05-02 20:11:28;-0.51
2018-05-02 20:20:14;-0.5
2018-05-02 20:30:10;-0.5
2018-05-02 20:40:12;-0.5
2018-05-02 20:50:11;-0.5
2018-05-02 21:00:10;-0.5
2018-05-02 21:10:10;-0.5
2018-05-02 21:20:10;-0.51
2018-05-02 21:30:10;-0.5
2018-05-02 21:40:11;-0.5
2018-05-02 21:50:11;-0.51
2018-05-02 22:00:10;-0.5
2018-05-03 08:26:15;-0.52
2018-05-03 08:30:11;-0.52
2018-05-03 08:40:10;-0.54
2018-05-03 08:50:10;-0.53
2018-05-03 09:00:10;-0.55
2018-05-03 09:10:10;-0.55
2018-05-03 09:20:10;-0.56
2018-05-03 09:30:11;-0.55
2018-05-03 09:40:10;-0.56
2018-05-03 09:50:10;-0.55
2018-05-03 10:00:11;-0.55
2018-05-03 10:10:10;-0.55
2018-05-03 10:20:14;-0.54
2018-05-03 10:30:12;-0.53
2018-05-03 10:40:10;-0.53
2018-05-03 11:00:10;-0.54
2018-05-03 11:10:10;-0.54
2018-05-03 11:20:11;-0.54
2018-05-03 11:30:11;-0.54
2018-05-03 11:40:10;-0.54
2018-05-03 11:50:10;-0.54
2018-05-03 12:00:11;-0.53
2018-05-03 12:10:12;-0.54
2018-05-03 12:20:10;-0.54
2018-05-03 12:30:11;-0.55
2018-05-03 12:40:10;-0.55
2018-05-03 12:50:14;-0.53
2018-05-03 13:00:10;-0.54
2018-05-03 13:10:11;-0.54
2018-05-03 13:20:10;-0.55
2018-05-03 13:30:10;-0.55
2018-05-03 13:40:10;-0.56
2018-05-03 13:50:10;-0.55
2018-05-03 14:00:10;-0.55
2018-05-03 14:10:10;-0.55
2018-05-03 14:20:10;-0.55
2018-05-03 14:30:10;-0.55
2018-05-03 14:40:10;-0.55
2018-05-03 14:50:10;-0.56
2018-05-03 15:00:10;-0.55
2018-05-03 15:10:12;-0.55
2018-05-03 15:20:10;-0.55
2018-05-03 15:30:11;-0.57
2018-05-03 15:40:10;-0.56
2018-05-03 15:50:10;-0.55
2018-05-03 16:00:10;-0.56
2018-05-03 16:10:10;-0.55
2018-05-03 16:20:12;-0.55
2018-05-03 16:30:10;-0.54
2018-05-03 16:40:10;-0.54
2018-05-03 16:50:12;-0.54
2018-05-03 17:00:10;-0.54
2018-05-03 17:10:15;-0.54
2018-05-03 17:20:10;-0.54
2018-05-03 17:30:10;-0.52
2018-05-03 17:40:10;-0.53
2018-05-03 17:50:11;-0.53
2018-05-03 18:00:10;-0.53
2018-05-03 18:10:11;-0.53
2018-05-03 18:20:10;-0.52
2018-05-03 18:30:11;-0.53
2018-05-03 18:40:10;-0.52
2018-05-03 18:50:12;-0.52
2018-05-03 19:00:10;-0.51
2018-05-03 19:10:10;-0.52
2018-05-03 19:20:10;-0.52
2018-05-03 19:30:11;-0.51
2018-05-03 19:40:10;-0.51
2018-05-03 19:50:11;-0.51
2018-05-03 20:00:11;-0.5
2018-05-03 20:10:11;-0.51
2018-05-03 20:20:11;-0.51
2018-05-03 20:30:11;-0.5
2018-05-03 20:40:10;-0.5
2018-05-03 20:50:14;-0.5
2018-05-03 21:00:10;-0.5
2018-05-03 21:10:10;-0.5
2018-05-03 21:20:10;-0.5
2018-05-03 21:30:10;-0.5
2018-05-03 21:40:10;-0.5
2018-05-03 21:50:11;-0.5
2018-05-03 22:00:11;-0.5
2018-05-03 22:10:10;-0.5
2018-05-03 22:20:11;-0.51
2018-05-03 22:30:11;-0.5
2018-05-03 22:40:11;-0.51
2018-05-03 22:50:10;-0.5
2018-05-03 23:00:10;-0.5
2018-05-03 23:10:10;-0.51
2018-05-03 23:20:10;-0.51
2018-05-03 23:30:10;-0.52
2018-05-03 23:40:10;-0.52
2018-05-03 23:50:11;-0.52
2018-05-04 00:00:10;-0.52
2018-05-04 00:10:10;-0.51
2018-05-04 00:20:10;-0.51
2018-05-04 00:30:10;-0.52
2018-05-04 00:40:10;-0.52
2018-05-04 00:50:10;-0.52
2018-05-04 01:00:10;-0.51
2018-05-04 01:10:10;-0.52
2018-05-04 01:20:11;-0.52
2018-05-04 01:30:10;-0.52
2018-05-04 01:40:10;-0.53
2018-05-04 01:50:12;-0.53
2018-05-04 02:00:10;-0.53
2018-05-04 02:10:10;-0.53
2018-05-04 02:20:11;-0.54
2018-05-04 02:30:10;-0.54
2018-05-04 08:30:50;-0.51
2018-05-04 08:40:10;-0.52
2018-05-04 08:50:10;-0.54
2018-05-04 09:00:12;-0.54
2018-05-04 09:10:10;-0.55
2018-05-04 09:20:11;-0.54
2018-05-04 09:30:11;-0.55
2018-05-04 09:40:11;-0.54
2018-05-04 09:50:12;-0.55
2018-05-04 10:00:11;-0.54
2018-05-04 10:10:11;-0.55
2018-05-04 10:20:10;-0.56
2018-05-04 10:30:10;-0.57
2018-05-04 10:40:10;-0.55
2018-05-04 10:50:10;-0.54
2018-05-04 11:00:10;-0.53
2018-05-04 11:10:10;-0.53
2018-05-04 11:20:11;-0.54
2018-05-04 11:30:11;-0.54
2018-05-04 11:40:10;-0.54
2018-05-04 11:50:10;-0.53
2018-05-04 12:00:10;-0.54
2018-05-04 12:10:10;-0.55
2018-05-04 12:20:11;-0.54
2018-05-04 12:30:10;-0.53
2018-05-04 12:40:10;-0.54
2018-05-04 12:50:10;-0.54
2018-05-04 13:00:11;-0.56
2018-05-04 13:10:11;-0.55
2018-05-04 13:20:12;-0.54
2018-05-04 13:30:12;-0.54
2018-05-04 13:40:10;-0.55
2018-05-04 13:50:11;-0.54
2018-05-04 14:00:11;-0.54
2018-05-04 14:10:10;-0.54
2018-05-04 14:20:10;-0.55
2018-05-04 14:30:10;-0.55
2018-05-04 14:40:10;-0.55
2018-05-04 14:50:11;-0.54
2018-05-04 15:00:10;-0.55
2018-05-04 15:10:10;-0.55
2018-05-04 15:20:11;-0.55
2018-05-04 15:30:11;-0.56
2018-05-04 15:40:15;-0.56
2018-05-04 15:50:11;-0.56
2018-05-04 16:00:10;-0.57
2018-05-04 16:10:10;-0.56
2018-05-04 16:20:10;-0.55
2018-05-04 16:30:10;-0.55
2018-05-04 16:40:10;-0.55
2018-05-04 16:50:10;-0.54
2018-05-04 17:00:10;-0.54
2018-05-04 17:10:10;-0.55
2018-05-04 17:20:10;-0.54
2018-05-04 17:30:10;-0.54
2018-05-04 17:40:10;-0.53
2018-05-04 17:50:11;-0.53
2018-05-04 18:00:10;-0.53
2018-05-04 18:10:11;-0.52
2018-05-04 18:20:10;-0.53
2018-05-04 18:30:11;-0.52
2018-05-04 18:40:10;-0.53
2018-05-04 18:50:10;-0.52
2018-05-04 19:00:10;-0.52
2018-05-04 19:10:10;-0.52
2018-05-04 19:20:10;-0.52
2018-05-04 19:30:10;-0.51
2018-05-04 19:40:10;-0.52
2018-05-04 19:50:11;-0.51
2018-05-04 20:00:10;-0.51
2018-05-04 20:10:10;-0.51
2018-05-04 20:20:14;-0.51
2018-05-04 20:30:10;-0.51
2018-05-04 20:40:10;-0.5
2018-05-04 20:50:16;-0.5
2018-05-04 21:00:11;-0.5
2018-05-04 21:10:15;-0.5
2018-05-04 21:20:10;-0.51
2018-05-04 21:30:10;-0.51
2018-05-04 21:40:10;-0.51
2018-05-04 21:50:10;-0.51
2018-05-04 22:00:12;-0.51
2018-05-04 22:10:10;-0.52
2018-05-04 22:20:11;-0.52
2018-05-04 22:30:10;-0.51
2018-05-04 22:40:11;-0.51
2018-05-04 22:50:10;-0.52
2018-05-04 23:00:10;-0.52
2018-05-04 23:10:11;-0.52
2018-05-04 23:20:10;-0.52
2018-05-04 23:30:10;-0.51
2018-05-04 23:40:10;-0.51
2018-05-04 23:50:10;-0.52
2018-05-05 00:00:11;-0.52
2018-05-05 00:10:13;-0.52
2018-05-05 00:20:10;-0.52
2018-05-05 00:30:10;-0.52
2018-05-05 00:40:10;-0.53
2018-05-05 00:50:10;-0.53
2018-05-05 01:00:10;-0.53
2018-05-05 01:10:10;-0.53
2018-05-05 01:20:12;-0.53
2018-05-05 01:30:10;-0.53
2018-05-05 01:40:10;-0.52
2018-05-05 01:50:10;-0.53
2018-05-05 02:00:11;-0.53
2018-05-06 09:11:16;-0.5
2018-05-06 09:20:12;-0.5
2018-05-06 09:30:10;-0.5
2018-05-06 09:40:10;-0.51
2018-05-06 09:50:10;-0.51
2018-05-06 10:00:12;-0.51
2018-05-06 10:10:10;-0.52
2018-05-06 10:20:11;-0.51
2018-05-06 10:30:10;-0.53
2018-05-06 10:40:10;-0.52
2018-05-06 10:50:11;-0.53
2018-05-06 11:00:10;-0.52
2018-05-06 11:10:10;-0.54
2018-05-06 11:20:11;-0.53
2018-05-06 11:30:11;-0.53
2018-05-06 11:40:11;-0.53
2018-05-06 11:50:11;-0.54
2018-05-06 12:00:11;-0.53
2018-05-06 12:10:11;-0.53
2018-05-06 12:20:11;-0.54
2018-05-06 12:30:10;-0.54
2018-05-06 12:40:11;-0.54
2018-05-06 12:50:10;-0.52
2018-05-06 13:00:10;-0.52
2018-05-06 13:10:10;-0.54
2018-05-06 13:20:12;-0.54
2018-05-06 13:30:11;-0.53
2018-05-06 13:40:11;-0.53
2018-05-06 13:50:10;-0.53
2018-05-06 14:00:11;-0.54
2018-05-06 14:10:10;-0.54
2018-05-06 14:20:13;-0.53
2018-05-06 14:30:10;-0.53
2018-05-06 14:40:10;-0.54
2018-05-06 14:50:11;-0.53
2018-05-06 15:00:10;-0.53
2018-05-06 15:10:12;-0.54
2018-05-06 15:20:10;-0.54
2018-05-06 15:30:11;-0.53
2018-05-06 15:40:10;-0.54
2018-05-06 15:50:10;-0.54
2018-05-06 16:00:10;-0.54
2018-05-06 16:10:10;-0.54
2018-05-06 16:20:11;-0.52
2018-05-06 16:30:10;-0.53
2018-05-06 16:40:10;-0.54
2018-05-06 16:50:10;-0.53
2018-05-06 17:00:11;-0.53
2018-05-06 17:10:11;-0.53
2018-05-06 17:20:12;-0.53
2018-05-06 17:30:10;-0.53
2018-05-06 17:40:11;-0.52
2018-05-06 17:50:12;-0.53
2018-05-06 18:00:10;-0.53
2018-05-06 18:10:10;-0.53
